x,y,pitchType,pitchTypeFull,type,Vel,HorzBrk,IndVertBrk,RelX,RelZ,StuffPlus
0.6955205171,-1.207976569,CU,Curveball,Curveball,85,-6.9,-8.9,-1.8,5.7,97
0.4075551967,-1.673586962,FA,Fastball,Fastball,97.1,8.4,6.6,-1.4,6,97
-0.337670055,-0.9353618439,FC,Cutter,Cutter,92.8,-2,3.1,-1.9,5.9,97
-0.07344428256,-0.8221409308,FC,Cutter,Cutter,94.2,-1.3,4.5,-1.7,5.9,97
-0.7103810941,-2.235939896,SL,Slider,Slider,84.1,-3.7,-3.2,-2.1,5.6,97
1.030176036,0.6815629461,SL,Slider,Slider,83,-8.6,-3.3,-2.1,5.7,97
2.654983958,0.9799899983,CU,Curveball,Curveball,84.1,-5.6,-8.6,-1.8,5.7,97
0.8298508235,3.722650006,FA,Fastball,Fastball,99.6,3.9,12.8,-1.5,6.6,97
1.704367059,0.2265631914,SL,Slider,Slider,87.1,-15.1,-9.1,-1.8,6.2,97
-0.5476475294,1.940073698,FA,Fastball,Fastball,97.5,-0.9,10.2,-1.6,6.5,97
-1.291531765,-0.4078920629,FA,Fastball,Fastball,97.5,-0.3,9.9,-1.8,6.4,97
-1.289049882,-0.1177530555,FA,Fastball,Fastball,99.2,-0.7,8.7,-1.7,6.4,97
-0.5443115294,-1.495320826,SL,Slider,Slider,89,-13.4,-6.5,-1.7,6.3,97
0.1167197647,-0.7751326372,SL,Slider,Slider,88.2,-11.4,-9.1,-1.8,6.3,97
0.8936442353,0.6948179612,FA,Fastball,Fastball,99,-0.2,1.3,-1.6,6.4,97
1.300932706,-0.3605276225,SL,Slider,Slider,88.6,-14.2,-12.3,-1.7,6.3,97
-0.9046969412,-0.03443739466,FA,Fastball,Fastball,98,1.9,3.8,-1.5,6.4,97
0.9068908235,-0.7528515869,SL,Slider,Slider,89.6,-13.1,-6.2,-1.6,6.3,97
0.0009067044706,2.572338579,FA,Fastball,Fastball,99.7,-3.1,4.6,-1.4,6.5,97
-2.102837647,-0.5073965229,FA,Fastball,Fastball,98.8,1.2,7.4,-1.3,6.5,97
-0.6049651765,2.174730368,FA,Fastball,Fastball,98.7,-3.3,6,-1.4,6.5,97
0.1379795294,1.672559874,FA,Fastball,Fastball,98.1,-3.8,5.7,-1.4,6.5,97
-0.7043082353,0.6045196514,FA,Fastball,Fastball,98.7,0.1,5.9,-1.6,6.3,97
-0.1531877647,0.9724216343,FA,Fastball,Fastball,98.4,-2.2,7.9,-1.6,6.3,97
0.3479901176,-0.9664338329,SL,Slider,Slider,85.5,-10.9,-8.5,-1.8,6.3,97
-0.6973087059,-2.325214423,SL,Slider,Slider,87.2,-7.6,-6.6,-1.8,6.2,97
-1.110458824,0.4907057382,FA,Fastball,Fastball,98.1,-1.8,4,-1.5,6.4,97
-1.610710588,0.9959095075,FA,Fastball,Fastball,97.1,-0.9,14.1,-1.6,6.6,97
-1.006791529,-1.128948695,FA,Fastball,Fastball,96.7,2.3,10,-1.8,6.4,97
-0.6224004706,0.005205092509,FA,Fastball,Fastball,96.8,0.9,7.3,-1.7,6.3,97
-0.6451030588,1.196635484,FA,Fastball,Fastball,96.4,-4.1,6.6,-1.5,6.5,97
-0.1178134588,0.8793791197,FA,Fastball,Fastball,96.6,0.8,6.5,-1.7,6.4,97
-0.3870861176,0.4572580642,FA,Fastball,Fastball,96.1,-4.7,6.9,-1.7,6.3,97
0.4572423529,0.8138360466,FA,Fastball,Fastball,96.9,-1.4,7.9,-1.7,6.5,97
0.9731774118,0.08862581895,FA,Fastball,Fastball,98,-1,6.7,-1.4,6.5,97
0.3404512941,0.775435273,FA,Fastball,Fastball,99.2,-1,8.9,-1.7,6.5,97
-0.9715722353,-0.6777648687,FA,Fastball,Fastball,98.4,-1.8,7,-1.5,6.5,97
-1.782155294,0.6865658299,FA,Fastball,Fastball,98.4,3.7,6.3,-1.2,6.8,97
0.08283345882,-0.8837155635,FA,Fastball,Fastball,96.2,-0.6,5.6,-1.7,6.3,97
-1.128944471,-2.240672109,SL,Slider,Slider,88.9,-16.4,-8.4,-1.6,6.3,97
-0.1998790588,1.650524102,FA,Fastball,Fastball,97,-2.7,4.5,-1.4,6.5,97
-0.7334710588,0.5386035319,FA,Fastball,Fastball,96.8,-4.5,4.6,-1.6,6.5,97
-1.741016471,-1.149383486,FA,Fastball,Fastball,95.7,1.2,5.8,-1.7,6.4,97
-0.7684305882,-1.437319317,SL,Slider,Slider,87.4,-15.1,-8.8,-1.6,6.3,97
-0.1471524706,1.087697883,FA,Fastball,Fastball,96.8,-1.2,5.5,-1.6,6.4,97
-2.420075294,-0.7026230003,FA,Fastball,Fastball,95.7,-3.6,2.5,-1.5,6.5,97
1.072881882,-0.3829155877,FA,Fastball,Fastball,96.4,0.5,6.7,-1.7,6.4,97
0.8156555294,2.336174413,FA,Fastball,Fastball,96.7,-6.6,3.9,-1.5,6.3,97
-1.125536471,1.147570187,FA,Fastball,Fastball,94.9,-8.4,-2.3,-1.7,6.3,97
-1.714122353,1.159290825,FA,Fastball,Fastball,94.7,-0.3,6.2,-1.8,6.4,97
0.3253383529,1.095132194,FA,Fastball,Fastball,93.4,-3.3,4.6,-2,6.2,97
-0.3456564706,1.550047689,FA,Fastball,Fastball,92.7,-5.7,3.6,-2,6.2,97
-1.413374118,0.3194653069,FA,Fastball,Fastball,93.9,-5.5,4.1,-1.9,6.2,97
-0.6343976471,-0.2070217774,FA,Fastball,Fastball,94,-1.6,6.2,-2,6.2,97
-3.073651765,-1.346966599,FA,Fastball,Fastball,94.3,-3.1,3.9,-1.6,6.3,97
-0.9593534118,-0.9233272814,FA,Fastball,Fastball,94.5,-2.7,6.1,-1.7,6.3,97
-0.7842564706,-1.946760927,SL,Slider,Slider,84.1,-16.8,-8,-1.8,6.1,97
-0.291408,1.087740649,FA,Fastball,Fastball,95.1,-2.3,5.8,-1.7,6.3,97
-1.413317647,-0.8748627895,FA,Fastball,Fastball,94.2,-2,-1.9,-1.6,6.4,97
0.1349939294,0.7359273863,FA,Fastball,Fastball,92.7,-3.5,2,-1.9,6.3,97
-1.69344,0.01343542292,FA,Fastball,Fastball,92.5,-3.9,5.5,-1.9,6.3,97
-0.6987218824,0.5170467447,FA,Fastball,Fastball,94.4,4,7.5,-1.6,6.5,97
-1.962127059,0.4657407214,FA,Fastball,Fastball,95.2,-0.9,5.4,-1.6,6.3,97
-1.361930824,0.3454837461,FA,Fastball,Fastball,94.7,-3.9,5.6,-1.6,6.4,97
0.3009105882,-0.5629064154,SL,Slider,Slider,86,-12.6,-6.1,-2,6,97
-0.5867844706,1.141762705,FA,Fastball,Fastball,95.9,-4.6,5.8,-1.5,6.3,97
-1.523661176,0.4422668294,FA,Fastball,Fastball,95.1,-4.1,2.5,-1.6,6.3,97
-0.05041115294,0.4922270474,FA,Fastball,Fastball,94.8,-4.3,2.3,-1.5,6.3,97
-2.940564706,-0.2653215662,FA,Fastball,Fastball,94.7,-6.4,0.4,-1.5,6.3,97
-0.184368,0.7237993583,FA,Fastball,Fastball,95.3,-4.8,3,-1.5,6.3,97
-0.7102997647,1.844216184,FA,Fastball,Fastball,95.6,-5.3,2.5,-1.5,6.3,97
-0.07704225882,0.6397015477,FA,Fastball,Fastball,94.6,-5.3,6.2,-1.6,6.3,97
1.586075294,2.910933977,FA,Fastball,Fastball,96.3,-3.3,4.3,-1.5,6.4,97
0.8538395294,1.262202809,FA,Fastball,Fastball,94.2,-4.6,2.4,-1.4,6.2,97
0.6537035294,2.237395631,FA,Fastball,Fastball,94.6,-3.8,0.7,-1.5,6.3,97
1.293264,0.4184329846,FA,Fastball,Fastball,93.9,-2,2.7,-1.7,6.3,97
0.9623745882,-0.8704857043,FA,Fastball,Fastball,94.2,-3.5,4,-1.5,6.2,97
1.075442824,1.837909587,FA,Fastball,Fastball,93.9,-3.1,1,-1.6,6.3,97
-1.118408471,0.4309732212,FA,Fastball,Fastball,94.1,-4.8,2.1,-1.7,6.2,97
1.056947294,1.484043577,FA,Fastball,Fastball,94.1,-6.2,6.6,-1.8,6.2,97
0.1844569412,0.4454177593,FA,Fastball,Fastball,93.4,-3.8,2.5,-1.8,6.1,97
